ABC1D23,2025-11-27T11:30:00.000Z,2025-11-27T15:45:00.000Z,20,0
DEF2E34,2025-11-27T12:15:00.000Z,2025-11-27T17:20:00.000Z,25,0
JKL4G56,2025-11-26T10:00:00.000Z,2025-11-26T21:30:00.000Z,0,0
GHI3F45,2025-11-26T11:45:00.000Z,2025-11-26T20:00:00.000Z,0,0
STU7J89,2025-11-25T13:00:00.000Z,2025-11-26T12:00:00.000Z,70,0
VWX8K90,2025-11-26T17:30:00.000Z,2025-11-26T22:45:00.000Z,20,0
MNO5H67,2025-11-27T09:00:00.000Z,2025-11-27T14:30:00.000Z,0,0
BCD1M23,2025-11-26T14:20:00.000Z,2025-11-27T11:15:00.000Z,70,0
NOP5Q67,2025-11-27T10:45:00.000Z,2025-11-27T16:00:00.000Z,25,0
QRS6R78,2025-11-25T19:00:00.000Z,2025-11-25T23:30:00.000Z,0,0
YZA9L01,2025-11-26T12:30:00.000Z,2025-11-26T18:45:00.000Z,20,0
PQR6I78,2025-11-27T13:20:00.000Z,2025-11-27T19:50:00.000Z,0,0
EFG2N34,2025-11-25T16:00:00.000Z,2025-11-26T13:00:00.000Z,70,0
TUV7S89,2025-11-26T15:15:00.000Z,2025-11-26T21:00:00.000Z,0,0
HIJ3O45,2025-11-27T11:00:00.000Z,2025-11-27T20:30:00.000Z,20,0
WXY8T90,2025-11-26T18:45:00.000Z,2025-11-27T12:20:00.000Z,70,0
ZAB9U01,2025-11-27T14:00:00.000Z,2025-11-27T17:30:00.000Z,20,0
ABC1D23,2025-11-25T11:00:00.000Z,2025-11-25T14:45:00.000Z,15,0
KLM4P56,2025-11-26T10:30:00.000Z,2025-11-26T22:15:00.000Z,20,0
CDE1V23,2025-11-27T12:00:00.000Z,2025-11-27T15:30:00.000Z,20,0
ABC1D23,2026-03-31T02:19:12.606Z,2026-03-31T02:19:23.383Z,5,Estudante
DEF2E34,2026-03-31T02:19:34.570Z,2026-03-31T02:19:39.136Z,5,Estudante
DEF2E34,2026-03-31T02:19:42.391Z,2026-03-31T02:19:44.988Z,5,Estudante
DEF2E34,2026-03-31T02:19:46.761Z,2026-03-31T02:19:50.699Z,5,Estudante
DEF2E34,2026-03-31T02:19:53.541Z,2026-03-31T02:19:55.631Z,5,Estudante
DEF2E34,2026-03-31T02:19:57.516Z,2026-03-31T02:19:59.208Z,5,Estudante
DEF2E34,2026-03-31T02:20:00.978Z,2026-03-31T02:20:03.254Z,5,Estudante
DEF2E34,2026-03-31T02:20:08.122Z,2026-03-31T02:20:09.886Z,5,Estudante
DEF2E34,2026-03-31T02:20:11.437Z,2026-03-31T02:20:12.863Z,5,Estudante
DEF2E34,2026-03-31T02:20:14.643Z,2026-03-31T02:20:16.159Z,5,Estudante
DEF2E34,2026-03-31T02:20:19.546Z,2026-03-31T02:20:25.063Z,5,Estudante
DEF2E34,2026-03-31T02:20:28.610Z,2026-03-31T02:20:31.937Z,5,Estudante
JKL4G56,2026-03-31T02:20:49.766Z,2026-03-31T02:21:14.170Z,0,Professor
STU7J89,2026-03-31T02:21:33.892Z,2026-03-31T02:21:38.449Z,70,Empresa
